mass,ctau
0.1,271.89499685879
0.10098280385676105,258.9184372505881
0.10197526674773073,246.56121389781765
0.10297748360226981,234.7937667380735
0.1039895502827084,223.5879466234278
0.10501156359351531,212.91694797332926
0.10604362129055746,202.75524464241263
0.10708582209045013,193.07852850190721
0.10813826567999937,183.86364562127807
0.10920105272573691,175.0885307832229
0.11027428488354911,166.73214977574875
0.11135806480840028,158.77444847574108
0.1124524961641517,151.19630713054718
0.11355768363347706,143.97949864570188
0.1146737329278754,137.10664996152852
0.11580075079778242,130.5612058264479
0.11693884504278126,124.3273944530242
0.11808812452191354,118.39019468223037
0.11924869916409168,112.73530438933894
0.12042067997861376,107.34910994733373
0.12160417906578147,102.21865662583974
0.12279930962762257,97.33161984946055
0.12400618597871879,92.67627727253263
0.1252249235571399,88.24148165045304
0.12645563893548556,84.01663450318368
0.12769844983203535,79.99166057612871
0.12895347512200867,76.15698310877538
0.13022083484893515,72.50349992346956
0.1315006502361369,69.02256034636932
0.1327930436983235,65.70594297071435
0.13409813885330105,62.545834269611746
0.13541606053379607,59.44894805647934
0.1367469347993961,55.4283926752085
0.13809088894860705,50.60412658046879
0.13944805153102957,45.46072936734352
0.1408185523596547,39.8170477385329
0.14220252252328044,33.60550354793041
0.14360009439905075,27.82596039532545
0.1450114016651171,22.880538868154805
0.14643657931342513,18.829130819788478
0.14787576366262645,15.57621747590071
0.1493290923711176,12.981668974403224
0.1507967044502072,10.910185975158445
0.1522787402774124,9.247777631409644
0.15377534160988593,7.903900016459903
0.1552866515979754,6.808515794731176
0.15681281479891535,5.908015784244653
0.15835397719065467,5.16144422140777
0.15991028618581893,4.537423094359911
0.16148189064581078,4.0117798279618375
0.1630689408950485,3.5657631426779623
0.16467158873534438,3.1847155979477857
0.16628998746042506,2.857088754322457
0.16792429187059357,2.5737113360214905
0.16957465828753643,2.327243082326962
0.1712412445692757,2.1117648093045767
0.17292421012526815,1.9224686589271143
0.1746237159316529,1.7554223845746781
0.17633992454664862,1.6073886680324554
0.1780730001261026,1.4756856083418277
0.17982310843919205,1.3580782249670473
0.18159041688428001,1.2526934873826912
0.18337509450492723,1.1579533160284297
0.18517731200606086,1.072521406150335
0.18699724177030286,0.9952607555968999
0.18883505787445815,0.9251995359045694
0.19069093610616528,0.8615035080567791
0.19256505398071044,0.8034536036107294
0.19445759075800687,0.7504276067312834
0.19636872745974115,0.7018851105881626
0.19829864688668808,0.6573551024845768
0.2002475336361954,0.6164256704930363
0.20221557411984084,0.5787354308942159
0.20420295658126209,0.5439663581677578
0.20620987111416286,0.5118377634649011
0.2082365096804948,0.4821012177216721
0.2102830661288193,0.4545362550867804
0.21234973621284878,0.4289467234859173
0.2144367176101705,0.40515767056210256
0.21654420994115509,0.38301268081100437
0.2186724147880495,0.3623715991509217
0.22082153571425894,0.34310856971625925
0.2229917782838177,0.325110341900348
0.22518335008105103,0.308274803727147
0.22739646073043138,0.29250970871838794
0.2296313219166282,0.2777315678707707
0.23188814740475616,0.2638646829042316
0.2341671530608219,0.2508403007126042
0.23646855687237114,0.23859587207600902
0.23879257896934003,0.22707440029494105
0.24113944164510986,0.21622386757387274
0.24350936937777004,0.20599672879423198
0.24590258885158928,0.19634946383559612
0.24831932897869793,0.18724218088073308
0.2507598209209838,0.1786382642163302
0.2532242981122023,0.17050406095079979
0.2557129962803051,0.16280860184124768
0.2582261534699872,0.1555233520764294
0.2607640100654559,0.14862198842007607
0.263326808813424,0.14208019959495374
0.26591479484632813,0.13587550719530325
0.26852821570577606,0.12998710476458702
0.271167321366224,0.12439571297569602
0.2738323642588869,0.11908344910936139
0.2765235992958832,0.11403370924973898
0.27924128389461755,0.10923106180919734
0.281985678002403,0.10466115116167109
0.28475704412132435,0.10031061030923416
0.2875556473333475,0.0961669816329461
0.2903817553256739,0.09221864488920252
0.293235638416345,0.08845475170900624
0.2961175695800987,0.0848651659417123
0.299027824474479,0.08144040925852061
0.3019666814662028,0.07817161149567382
0.30493442165778606,0.07505046527419106
0.3079313289144307,0.07206918448303086
0.31095768989117734,0.06922046625672044
0.31401379406032287,0.06649745611747973
0.3170999337391094,0.06389371598633914
0.3202164041176841,0.06140319479829326
0.3233635032873342,0.05902020148361105
0.32654153226899985,0.05673938010147764
0.32975079504206617,0.05455568693353393
0.3329915985734398,0.05246436936392654
0.3362642528469098,0.05046094638946654
0.3395690708927979,0.04854119061865515
0.3429063688179001,0.046701111631888545
0.34627646583572164,0.044936940587281676
0.34967968429701096,0.04324511596741612
0.3531163497205918,0.04162227037206706
0.3565867908244996,0.040065218270713646
0.36009133955742334,0.038570944636509334
0.3636303311304562,0.03713659439046825
0.36720410404915926,0.035759462591004335
0.3708130001459392,0.034436985309715215
0.37445736461274487,0.03316673113949519
0.3781375460340848,0.03194639328575776
0.3818538964203693,0.030773782195793478
0.385606771241581,0.0296468186851333
0.389396529461275,0.02856352752327325
0.39322353357091405,0.027522031444275417
0.39708814962454103,0.026520545550631026
0.4009907472737922,0.02555737208137887
0.40493169980325394,0.024630895517845017
0.4089113841661684,0.023739578002527656
0.41293018102048845,0.022881955048620242
0.41698847476528816,0.022056631519458015
0.42108665357753056,0.02126227785881171
0.42522510944919656,0.020497626554446324
0.42940423822477963,0.01976146881873003
0.43362443963914815,0.01905265147132838
0.43788611735578015,0.01837007401016323
0.4421896790053739,0.017712685857864195
0.44653553622483816,0.017079483771901726
0.45092410469666444,0.01646950940747272
0.4553558041886885,0.01588184702301862
0.45983105859424017,0.015315621319000806
0.4643502959726895,0.014769995401240611
0.46891394859039054,0.014244168860761268
0.4735224529620274,0.013737375962647833
0.4781762498923677,0.013248883936974602
0.48287578451842517,0.012777991365341353
0.4876215063520374,0.01232402665701325
0.49241386932286163,0.011886346609077881
0.497253331821793,0.01146422415670523
0.5021403567448104,0.011056818817413943
0.507075411537252,0.010663619970827997
0.512058968238527,0.010284145665000275
0.5170915035272663,0.009917928622280477
0.5221734987669159,0.009564516000821723
0.5273054400517813,0.009223469136968771
0.5324878182535209,0.00889436326936782
0.5377211290680992,0.00857678724798398
0.5430058730631996,0.008270343230985952
0.5483425557261038,0.007974643658862343
0.553731687512042,0.007688948158859258
0.5591737838930183,0.0074127184543974775
0.5646693654071155,0.007145711996963905
0.5702189577082848,0.006887685025717517
