mass,ctau
0.1,27189499685.879
0.10098280385676105,25891843725.05881
0.10197526674773073,24656121389.781765
0.10297748360226981,23479376673.807346
0.1039895502827084,22358794662.34278
0.10501156359351531,21291694797.332924
0.10604362129055746,20275524464.241264
0.10708582209045013,19307852850.19072
0.10813826567999937,18386364562.127808
0.10920105272573691,17508853078.32229
0.11027428488354911,16673214977.574875
0.11135806480840028,15877444847.574108
0.1124524961641517,15119630713.054718
0.11355768363347706,14397949864.570189
0.1146737329278754,13710664996.152851
0.11580075079778242,13056120582.644789
0.11693884504278126,12432739445.30242
0.11808812452191354,11839019468.223038
0.11924869916409168,11273530438.933893
0.12042067997861376,10734910994.733374
0.12160417906578147,10221865662.583975
0.12279930962762257,9733161984.946054
0.12400618597871879,9267627727.253263
0.1252249235571399,8824148165.045303
0.12645563893548556,8401663450.318368
0.12769844983203535,7999166057.612871
0.12895347512200867,7615698310.877538
0.13022083484893515,7250349992.346956
0.1315006502361369,6902256034.636931
0.1327930436983235,6570594297.071435
0.13409813885330105,6254583426.961174
0.13541606053379607,5944894805.647934
0.1367469347993961,5542839267.52085
0.13809088894860705,5060412658.046879
0.13944805153102957,4546072936.734352
0.1408185523596547,3981704773.85329
0.14220252252328044,3360550354.793041
0.14360009439905075,2782596039.5325446
0.1450114016651171,2288053886.81548
0.14643657931342513,1882913081.9788477
0.14787576366262645,1557621747.590071
0.1493290923711176,1298166897.4403224
0.1507967044502072,1091018597.5158446
0.1522787402774124,924777763.1409644
0.15377534160988593,790390001.6459903
0.1552866515979754,680851579.4731176
0.15681281479891535,590801578.4244653
0.15835397719065467,516144422.140777
0.15991028618581893,453742309.4359911
0.16148189064581078,401177982.79618376
0.1630689408950485,356576314.2677962
0.16467158873534438,318471559.7947786
0.16628998746042506,285708875.4322457
0.16792429187059357,257371133.60214904
0.16957465828753643,232724308.23269618
0.1712412445692757,211176480.93045765
0.17292421012526815,192246865.89271143
0.1746237159316529,175542238.45746782
0.17633992454664862,160738866.80324554
0.1780730001261026,147568560.83418277
0.17982310843919205,135807822.49670473
0.18159041688428001,125269348.7382691
0.18337509450492723,115795331.60284296
0.18517731200606086,107252140.61503349
0.18699724177030286,99526075.55968998
0.18883505787445815,92519953.59045693
0.19069093610616528,86150350.8056779
0.19256505398071044,80345360.36107294
0.19445759075800687,75042760.67312834
0.19636872745974115,70188511.05881625
0.19829864688668808,65735510.248457685
0.2002475336361954,61642567.04930363
0.20221557411984084,57873543.089421585
0.20420295658126209,54396635.816775784
0.20620987111416286,51183776.34649011
0.2082365096804948,48210121.772167206
0.2102830661288193,45453625.50867804
0.21234973621284878,42894672.34859173
0.2144367176101705,40515767.05621026
0.21654420994115509,38301268.081100434
0.2186724147880495,36237159.91509217
0.22082153571425894,34310856.971625924
0.2229917782838177,32511034.1900348
0.22518335008105103,30827480.3727147
0.22739646073043138,29250970.871838793
0.2296313219166282,27773156.78707707
0.23188814740475616,26386468.29042316
0.2341671530608219,25084030.071260422
0.23646855687237114,23859587.207600903
0.23879257896934003,22707440.029494103
0.24113944164510986,21622386.757387273
0.24350936937777004,20599672.879423197
0.24590258885158928,19634946.38355961
0.24831932897869793,18724218.088073306
0.2507598209209838,17863826.42163302
0.2532242981122023,17050406.095079977
0.2557129962803051,16280860.184124768
0.2582261534699872,15552335.207642939
0.2607640100654559,14862198.842007607
0.263326808813424,14208019.959495375
0.26591479484632813,13587550.719530325
0.26852821570577606,12998710.476458702
0.271167321366224,12439571.2975696
0.2738323642588869,11908344.91093614
0.2765235992958832,11403370.924973898
0.27924128389461755,10923106.180919733
0.281985678002403,10466115.116167108
0.28475704412132435,10031061.030923415
0.2875556473333475,9616698.16329461
0.2903817553256739,9221864.48892025
0.293235638416345,8845475.170900624
0.2961175695800987,8486516.59417123
0.299027824474479,8144040.925852061
0.3019666814662028,7817161.149567382
0.30493442165778606,7505046.527419105
0.3079313289144307,7206918.448303086
0.31095768989117734,6922046.625672044
0.31401379406032287,6649745.611747973
0.3170999337391094,6389371.598633913
0.3202164041176841,6140319.479829325
0.3233635032873342,5902020.148361105
0.32654153226899985,5673938.010147763
0.32975079504206617,5455568.693353393
0.3329915985734398,5246436.936392654
0.3362642528469098,5046094.638946654
0.3395690708927979,4854119.061865515
0.3429063688179001,4670111.163188854
0.34627646583572164,4493694.058728168
0.34967968429701096,4324511.596741612
0.3531163497205918,4162227.037206706
0.3565867908244996,4006521.8270713645
0.36009133955742334,3857094.4636509335
0.3636303311304562,3713659.439046825
0.36720410404915926,3575946.2591004334
0.3708130001459392,3443698.5309715215
0.37445736461274487,3316673.113949519
0.3781375460340848,3194639.328575776
0.3818538964203693,3077378.219579348
0.385606771241581,2964681.86851333
0.389396529461275,2856352.752327325
0.39322353357091405,2752203.1444275416
0.39708814962454103,2652054.5550631024
0.4009907472737922,2555737.208137887
0.40493169980325394,2463089.5517845014
0.4089113841661684,2373957.8002527654
0.41293018102048845,2288195.504862024
0.41698847476528816,2205663.1519458015
0.42108665357753056,2126227.785881171
0.42522510944919656,2049762.6554446323
0.42940423822477963,1976146.881873003
0.43362443963914815,1905265.147132838
0.43788611735578015,1837007.4010163231
0.4421896790053739,1771268.5857864195
0.44653553622483816,1707948.3771901727
0.45092410469666444,1646950.9407472718
0.4553558041886885,1588184.702301862
0.45983105859424017,1531562.1319000807
0.4643502959726895,1476999.540124061
0.46891394859039054,1424416.8860761267
0.4735224529620274,1373737.5962647833
0.4781762498923677,1324888.3936974602
0.48287578451842517,1277799.1365341353
0.4876215063520374,1232402.6657013248
0.49241386932286163,1188634.660907788
0.497253331821793,1146422.415670523
0.5021403567448104,1105681.8817413943
0.507075411537252,1066361.9970827997
0.512058968238527,1028414.5665000274
0.5170915035272663,991792.8622280477
0.5221734987669159,956451.6000821723
0.5273054400517813,922346.9136968771
0.5324878182535209,889436.326936782
0.5377211290680992,857678.724798398
0.5430058730631996,827034.3230985951
0.5483425557261038,797464.3658862343
0.553731687512042,768894.8158859258
0.5591737838930183,741271.8454397478
0.5646693654071155,714571.1996963905
0.5702189577082848,688768.5025717517
0.5758230916166246,663839.3509396017
0.5814823031691535,639759.3985325046
0.5871971336710828,616504.4302928215
0.5929681297475925,594050.427892381
0.5987958433961157,572373.627113447
0.6046808320391376,551450.5677541248
