mass,ctau
0.1,271894996.85879004
0.10098280385676105,258918437.25058812
0.10197526674773073,246561213.89781767
0.10297748360226981,234793766.7380735
0.1039895502827084,223587946.6234278
0.10501156359351531,212916947.97332928
0.10604362129055746,202755244.64241263
0.10708582209045013,193078528.50190723
0.10813826567999937,183863645.62127808
0.10920105272573691,175088530.7832229
0.11027428488354911,166732149.77574876
0.11135806480840028,158774448.4757411
0.1124524961641517,151196307.1305472
0.11355768363347706,143979498.6457019
0.1146737329278754,137106649.9615285
0.11580075079778242,130561205.82644789
0.11693884504278126,124327394.45302421
0.11808812452191354,118390194.68223038
0.11924869916409168,112735304.38933894
0.12042067997861376,107349109.94733374
0.12160417906578147,102218656.62583974
0.12279930962762257,97331619.84946056
0.12400618597871879,92676277.27253263
0.1252249235571399,88241481.65045305
0.12645563893548556,84016634.50318368
0.12769844983203535,79991660.5761287
0.12895347512200867,76156983.10877538
0.13022083484893515,72503499.92346956
0.1315006502361369,69022560.34636933
0.1327930436983235,65705942.97071435
0.13409813885330105,62545834.269611746
0.13541606053379607,59448948.05647934
0.1367469347993961,55428392.6752085
0.13809088894860705,50604126.58046879
0.13944805153102957,45460729.36734352
0.1408185523596547,39817047.7385329
0.14220252252328044,33605503.54793041
0.14360009439905075,27825960.395325452
0.1450114016651171,22880538.868154805
0.14643657931342513,18829130.81978848
0.14787576366262645,15576217.475900711
0.1493290923711176,12981668.974403225
0.1507967044502072,10910185.975158446
0.1522787402774124,9247777.631409645
0.15377534160988593,7903900.016459904
0.1552866515979754,6808515.794731176
0.15681281479891535,5908015.784244653
0.15835397719065467,5161444.22140777
0.15991028618581893,4537423.094359912
0.16148189064581078,4011779.827961838
0.1630689408950485,3565763.1426779623
0.16467158873534438,3184715.5979477856
0.16628998746042506,2857088.754322457
0.16792429187059357,2573711.3360214904
0.16957465828753643,2327243.082326962
0.1712412445692757,2111764.809304577
0.17292421012526815,1922468.6589271144
0.1746237159316529,1755422.3845746783
0.17633992454664862,1607388.6680324555
0.1780730001261026,1475685.6083418278
0.17982310843919205,1358078.2249670473
0.18159041688428001,1252693.4873826911
0.18337509450492723,1157953.3160284297
0.18517731200606086,1072521.406150335
0.18699724177030286,995260.7555968999
0.18883505787445815,925199.5359045694
0.19069093610616528,861503.5080567792
0.19256505398071044,803453.6036107294
0.19445759075800687,750427.6067312835
0.19636872745974115,701885.1105881627
0.19829864688668808,657355.1024845769
0.2002475336361954,616425.6704930364
0.20221557411984084,578735.4308942159
0.20420295658126209,543966.3581677579
0.20620987111416286,511837.7634649011
0.2082365096804948,482101.2177216721
0.2102830661288193,454536.2550867804
0.21234973621284878,428946.7234859173
0.2144367176101705,405157.6705621026
0.21654420994115509,383012.68081100436
0.2186724147880495,362371.59915092174
0.22082153571425894,343108.56971625926
0.2229917782838177,325110.341900348
0.22518335008105103,308274.803727147
0.22739646073043138,292509.70871838793
0.2296313219166282,277731.5678707707
0.23188814740475616,263864.6829042316
0.2341671530608219,250840.30071260422
0.23646855687237114,238595.87207600902
0.23879257896934003,227074.40029494106
0.24113944164510986,216223.86757387276
0.24350936937777004,205996.72879423198
0.24590258885158928,196349.46383559614
0.24831932897869793,187242.1808807331
0.2507598209209838,178638.2642163302
0.2532242981122023,170504.0609507998
0.2557129962803051,162808.6018412477
0.2582261534699872,155523.3520764294
0.2607640100654559,148621.9884200761
0.263326808813424,142080.19959495374
0.26591479484632813,135875.50719530325
0.26852821570577606,129987.10476458703
0.271167321366224,124395.71297569602
0.2738323642588869,119083.44910936139
0.2765235992958832,114033.70924973898
0.27924128389461755,109231.06180919734
0.281985678002403,104661.15116167109
0.28475704412132435,100310.61030923417
0.2875556473333475,96166.9816329461
0.2903817553256739,92218.64488920252
0.293235638416345,88454.75170900625
0.2961175695800987,84865.1659417123
0.299027824474479,81440.40925852062
0.3019666814662028,78171.61149567383
0.30493442165778606,75050.46527419105
0.3079313289144307,72069.18448303087
0.31095768989117734,69220.46625672045
0.31401379406032287,66497.45611747973
0.3170999337391094,63893.71598633914
0.3202164041176841,61403.19479829326
0.3233635032873342,59020.201483611054
0.32654153226899985,56739.38010147764
0.32975079504206617,54555.68693353393
0.3329915985734398,52464.36936392654
0.3362642528469098,50460.946389466546
0.3395690708927979,48541.19061865516
0.3429063688179001,46701.11163188855
0.34627646583572164,44936.94058728168
0.34967968429701096,43245.115967416124
0.3531163497205918,41622.27037206706
0.3565867908244996,40065.218270713645
