mass,hepmc_avgdecpos,hepmc_avgctau,madspin_autoctau,VeN1,process,SampleY
0.1,5522798934.823609,2793617.050568734,1964049.1280839331,0.01,CCDY_eev,39
0.5,67560.79973641835,105.10010113181026,219.90617514714984,0.01,CCDY_eev,43
0.4,199536.09629093306,247.39308774124012,698.806232561695,0.01,CCDY_eev,42
0.3,826500.7435305236,880.1587117469292,3147.442021937413,0.01,CCDY_eev,41
0.6,29808.35389727184,51.26474645394821,85.95206516094575,0.01,CCDY_eev,44
0.7,12485.304196900282,31.27515551583009,39.1057447380731,0.01,CCDY_eev,45
0.8,8174.4507191875155,16.612712061002068,19.789080828964654,0.01,CCDY_eev,46
0.9,4280.68816353741,10.072103033165062,10.88422625035484,0.01,CCDY_eev,47
1.0,2238.1404665733444,5.915786941452515,6.381060407759648,0.01,CCDY_eev,48
1.2,790.1251332575098,2.280039262541821,2.541462874061672,0.01,CCDY_eev,49
1.4,304.476944409012,0.9684340419479617,1.1692685942485201,0.01,CCDY_eev,50
0.1,6383042459.71017,2467427.3041208847,1964049.1280839331,0.01,CCDY_eev,52
1.6,94.3211245243793,0.5122179263057655,0.5972440751972212,0.01,CCDY_eev,51
0.3,1087737.6019950248,757.6299222427359,3147.442021937413,0.01,CCDY_eev,54
0.2,9964062.795149626,6436.303872279233,25803.19062606909,0.01,CCDY_eev,53
0.5,66374.37740537108,99.73884605506014,219.90617514714984,0.01,CCDY_eev,56
0.4,248698.78217776355,242.28523264720963,698.806232561695,0.01,CCDY_eev,55
0.6,37295.17364425808,62.35968331493067,85.95206516094575,0.01,CCDY_eev,57
0.7,10098.365470491444,25.84879500663718,39.1057447380731,0.01,CCDY_eev,58
0.9,3490.2613990742593,9.107351295141704,10.88422625035484,0.01,CCDY_eev,60
1.0,1521.7831471640882,5.921767706676137,6.381060407759648,0.01,CCDY_eev,61
0.8,10061.336071027166,20.17718054792581,19.789080828964654,0.01,CCDY_eev,59
1.6,103.56540127469148,0.5299002091637726,0.5972440751972212,0.01,CCDY_eev,64
1.4,271.35914163587506,1.00176503821062,1.1692685942485201,0.01,CCDY_eev,63
1.2,575.3137999719934,2.074571217647713,2.541462874061672,0.01,CCDY_eev,62
0.2,8527566.515234014,6118.9844600858505,25803.19062606909,0.01,CCDY_eev,66
0.1,3934904510.054537,2352607.812212042,1964049.1280839331,0.01,CCDY_eev,65
0.3,945299.356618019,833.5002228178116,3147.442021937413,0.01,CCDY_eev,67
0.4,186645.735742814,296.7069588791366,698.806232561695,0.01,CCDY_eev,68
0.6,29765.28888703647,54.67517086541528,85.95206516094575,0.01,CCDY_eev,70
0.7,12850.360724393628,32.07440539844506,39.1057447380731,0.01,CCDY_eev,71
0.5,78374.66933447409,122.5790362122127,219.90617514714984,0.01,CCDY_eev,69
0.8,7595.00960172139,19.263202610400718,19.789080828964654,0.01,CCDY_eev,72
1.0,2021.7156097326265,6.327011629576369,6.381060407759648,0.01,CCDY_eev,74
0.2,9016519.164509648,6073.355927647486,25803.19062606909,0.01,CCDY_eev,79
1.2,526.8178549405632,2.0883553676713977,2.541462874061672,0.01,CCDY_eev,75
0.9,3728.169719742528,7.669253249713044,10.88422625035484,0.01,CCDY_eev,73
0.4,182351.34447537086,238.9746333380952,698.806232561695,0.01,CCDY_eev,81
1.4,315.4409392928652,0.9192978450379401,1.1692685942485201,0.01,CCDY_eev,76
1.6,69.61869625001364,0.4647950528014308,0.5972440751972212,0.01,CCDY_eev,77
0.3,951754.1149491178,802.2752951082985,3147.442021937413,0.01,CCDY_eev,80
0.6,29348.834757325196,60.72603198820788,85.95206516094575,0.01,CCDY_eev,83
0.1,5571085170.847818,2918541.287438153,1964049.1280839331,0.01,CCDY_eev,78
0.5,78538.18409719245,114.70645119177105,219.90617514714984,0.01,CCDY_eev,82
0.7,16035.805856379928,32.57015570350407,39.1057447380731,0.01,CCDY_eev,84
0.8,5170.236707389808,16.805319573022533,19.789080828964654,0.01,CCDY_eev,85
0.9,3060.934460019337,10.024666852172366,10.88422625035484,0.01,CCDY_eev,86
1.2,518.7774822772449,1.8258962273447699,2.541462874061672,0.01,CCDY_eev,88
0.2,12249873.797079429,6972.233156678677,25803.19062606909,0.01,CCDY_eev,92
1.4,274.5309252741875,0.927210029312886,1.1692685942485201,0.01,CCDY_eev,89
1.6,71.35273195425542,0.5354769460943404,0.5972440751972212,0.01,CCDY_eev,90
1.0,2107.263463416339,5.2037851711963246,6.381060407759648,0.01,CCDY_eev,87
0.1,6041567196.880354,3087147.7092027105,1964049.1280839331,0.01,CCDY_eev,91
0.4,145333.93791075892,246.20620822140748,698.806232561695,0.01,CCDY_eev,94
0.3,991076.1170393528,988.9255159858485,3147.442021937413,0.01,CCDY_eev,93
0.8,5975.981104236153,15.727442514451688,19.789080828964654,0.01,CCDY_eev,98
0.5,78073.58687415895,108.78877915314946,219.90617514714984,0.01,CCDY_eev,95
0.6,27327.804652374398,55.77840626954601,85.95206516094575,0.01,CCDY_eev,96
0.9,2658.2671475689003,9.157284747600112,10.88422625035484,0.01,CCDY_eev,99
0.7,12230.18522250339,30.309248422511462,39.1057447380731,0.01,CCDY_eev,97
1.0,1837.730589662975,5.18965129775145,6.381060407759648,0.01,CCDY_eev,100
1.2,560.6565671815423,2.2365960039702535,2.541462874061672,0.01,CCDY_eev,101
1.4,288.2660957844803,1.2970113023726157,1.1692685942485201,0.01,CCDY_eev,102
0.1,4226466185.47461,2544929.612543266,1964049.1280839331,0.01,CCDY_eev,104
1.6,75.5375079112416,0.4054739652486751,0.5972440751972212,0.01,CCDY_eev,103
0.3,933155.9674065826,809.415252532311,3147.442021937413,0.01,CCDY_eev,106
0.4,230673.40415306386,246.68451069906862,698.806232561695,0.01,CCDY_eev,107
0.2,9221627.93386334,7469.912107570717,25803.19062606909,0.01,CCDY_eev,105
0.6,24382.564118470335,46.73235562454457,85.95206516094575,0.01,CCDY_eev,109
0.8,9608.660386352149,19.431235185460288,19.789080828964654,0.01,CCDY_eev,111
0.5,83896.65673986649,100.49708010519143,219.90617514714984,0.01,CCDY_eev,108
0.7,10511.911454998824,33.220612084958866,39.1057447380731,0.01,CCDY_eev,110
1.2,535.7880353299914,2.215738803971212,2.541462874061672,0.01,CCDY_eev,114
1.0,1596.5028947596832,5.186767285621608,6.381060407759648,0.01,CCDY_eev,113
0.9,3594.7728955839248,9.607467140720733,10.88422625035484,0.01,CCDY_eev,112
1.4,287.9580306175001,0.9701153845524239,1.1692685942485201,0.01,CCDY_eev,115
1.6,88.71547430962987,0.5620302116839847,0.5972440751972212,0.01,CCDY_eev,116
0.1,8763727200.902534,2760060.5372466156,1964049.1280839331,0.01,CCDY_eev,0
0.6,33112.09962985186,58.29615345448065,85.95206516094575,0.01,CCDY_eev,3
0.9,3593.666419197602,10.060284490408463,10.88422625035484,0.01,CCDY_eev,5
0.7,14682.842329553072,31.304456931161518,39.1057447380731,0.01,CCDY_eev,4
0.5,75166.7998293616,112.33214226837735,219.90617514714984,0.01,CCDY_eev,2
0.3,934025.3353718835,813.8162902724545,3147.442021937413,0.01,CCDY_eev,1
1.1,1017.6999299973095,3.4387592425762463,3.9419208489603097,0.01,CCDY_eev,6
1.3,386.5520524057475,1.548084333516327,1.6979555054139206,0.01,CCDY_eev,7
1.9,37.05527521603089,0.22379460066256163,0.2501140941306027,0.01,CCDY_eev,10
2.1,20.277350991141176,0.13351259903190518,0.14946058399077775,0.01,CCDY_eev,11
1.5,166.17301422802203,0.739626976050802,0.8261064014669601,0.01,CCDY_eev,8
1.7,82.4830993342732,0.39066353261670655,0.4406081579673741,0.01,CCDY_eev,9
2.3,12.304251747893172,0.08602835580014456,0.09296474486483483,0.01,CCDY_eev,12
0.1,9017843445.850126,2740697.084322843,1964049.1280839331,0.01,CCDY_eev,13
0.3,863375.1695711763,827.2978110588883,3147.442021937413,0.01,CCDY_eev,14
0.5,70336.03426136778,107.57421762342508,219.90617514714984,0.01,CCDY_eev,15
0.6,34879.52860817534,57.667822166127635,85.95206516094575,0.01,CCDY_eev,16
0.7,14372.991980066421,30.2919412257812,39.1057447380731,0.01,CCDY_eev,17
1.1,898.5940063317017,3.260928451845693,3.9419208489603097,0.01,CCDY_eev,19
1.3,386.8037549710611,1.5007950418159226,1.6979555054139206,0.01,CCDY_eev,20
0.9,3810.4949779204057,9.34904237645022,10.88422625035484,0.01,CCDY_eev,18
1.5,161.88293089358095,0.7262125998253336,0.8261064014669601,0.01,CCDY_eev,21
1.7,76.4955148220225,0.36749540019110494,0.4406081579673741,0.01,CCDY_eev,22
1.9,37.885514539477235,0.2229852706057622,0.2501140941306027,0.01,CCDY_eev,23
2.3,12.8132550216306,0.08364638110614453,0.09296474486483483,0.01,CCDY_eev,25
0.1,9259733933.79627,2804019.529679236,1964049.1280839331,0.01,CCDY_eev,26
0.6,32649.751120475292,55.0087345661329,85.95206516094575,0.01,CCDY_eev,29
1.1,985.019180789291,3.4633947114820205,3.9419208489603097,0.01,CCDY_eev,32
0.5,77497.22665386857,111.83781549877543,219.90617514714984,0.01,CCDY_eev,28
0.7,13674.2558537801,30.8850765500503,39.1057447380731,0.01,CCDY_eev,30
0.9,3859.0517386313536,9.678967560569046,10.88422625035484,0.01,CCDY_eev,31
0.3,855009.7384864772,783.9485909965676,3147.442021937413,0.01,CCDY_eev,27
1.3,368.1442526901874,1.4711667780499251,1.6979555054139206,0.01,CCDY_eev,33
1.5,164.22679767151283,0.7142178052053955,0.8261064014669601,0.01,CCDY_eev,34
1.7,79.54687785101535,0.39422892033257273,0.4406081579673741,0.01,CCDY_eev,35
1.9,37.485058347590524,0.21683143996713128,0.2501140941306027,0.01,CCDY_eev,36
2.1,20.611644419716765,0.1349163059461643,0.14946058399077775,0.01,CCDY_eev,37
0.1,9238153605.375225,2695626.8492065603,1964049.1280839331,0.01,CCDY_eev,39
0.5,70964.58293660718,108.9289824146984,219.90617514714984,0.01,CCDY_eev,41
2.3,12.21748409160751,0.08396796224160308,0.09296474486483483,0.01,CCDY_eev,38
0.6,32086.591388645917,56.83875461292434,85.95206516094575,0.01,CCDY_eev,42
0.7,15625.146882061888,31.7300542619035,39.1057447380731,0.01,CCDY_eev,43
0.9,3665.659006557322,9.61375186630181,10.88422625035484,0.01,CCDY_eev,44
1.3,345.42058055743223,1.4050552159695497,1.6979555054139206,0.01,CCDY_eev,46
0.3,896226.5789641343,795.8606974949238,3147.442021937413,0.01,CCDY_eev,53
0.5,73213.38188166151,112.8031966295681,219.90617514714984,0.01,CCDY_eev,54
1.7,79.16847522094046,0.3833919361709178,0.4406081579673741,0.01,CCDY_eev,48
1.5,162.19863485909374,0.7158465146899068,0.8261064014669601,0.01,CCDY_eev,47
0.1,9657566375.528015,2661884.7395769213,1964049.1280839331,0.01,CCDY_eev,52
2.3,12.560050137860594,0.08420245061150532,0.09296474486483483,0.01,CCDY_eev,51
0.6,32283.583249186966,56.65227640122601,85.95206516094575,0.01,CCDY_eev,55
2.1,20.81040449186913,0.13210277164411552,0.14946058399077775,0.01,CCDY_eev,50
1.9,38.97338502295262,0.22174053950519748,0.2501140941306027,0.01,CCDY_eev,49
0.9,3909.7000026416263,9.78224174364957,10.88422625035484,0.01,CCDY_eev,57
1.3,367.8690423355324,1.4515494162290814,1.6979555054139206,0.01,CCDY_eev,59
1.5,158.0749984320996,0.7304575713492973,0.8261064014669601,0.01,CCDY_eev,60
0.3,540722.5750057678,805.8644635955202,3147.442021937413,0.01,CCDY_eev,67
0.1,9639697370.19221,2722987.6985079255,1964049.1280839331,0.01,CCDY_eev,65
1.7,83.71458989263793,0.3776978617899858,0.4406081579673741,0.01,CCDY_eev,61
2.3,12.844739827969638,0.08617937907661591,0.09296474486483483,0.01,CCDY_eev,64
2.1,20.35446720814077,0.13141968245258318,0.14946058399077775,0.01,CCDY_eev,63
1.9,38.814780755075674,0.21504086024341548,0.2501140941306027,0.01,CCDY_eev,62
0.4,150351.50829961553,247.72544751747265,698.806232561695,0.01,CCDY_eev,68
0.6,21354.071211560025,54.6345252593101,85.95206516094575,0.01,CCDY_eev,70
0.7,9285.167148487993,32.026001043621925,39.1057447380731,0.01,CCDY_eev,71
0.9,2218.712383297588,9.419312411978249,10.88422625035484,0.01,CCDY_eev,73
0.8,4193.748965962632,18.144795442871352,19.789080828964654,0.01,CCDY_eev,72
1.0,1197.9757526233416,5.726897216905912,6.381060407759648,0.01,CCDY_eev,74
0.5,55129.35757971486,113.59114874728199,219.90617514714984,0.01,CCDY_eev,69
0.6,30812.018274127066,56.99730405759584,85.95206516094575,0.01,CCDY_eev,81
1.1,921.4195184436669,3.396631832841888,3.9419208489603097,0.01,CCDY_eev,84
1.5,159.8612171937396,0.722723876089654,0.8261064014669601,0.01,CCDY_eev,86
1.6,79.42507708408229,0.5224721987774169,0.5972440751972212,0.01,CCDY_eev,77
0.5,83852.76116408994,116.54482893998754,219.90617514714984,0.01,CCDY_eev,80
1.3,363.55775295431283,1.4344113044176956,1.6979555054139206,0.01,CCDY_eev,85
1.2,390.55235538828606,2.1644421136551175,2.541462874061672,0.01,CCDY_eev,75
0.3,871508.3867167674,801.9921463764178,3147.442021937413,0.01,CCDY_eev,79
0.1,9473139002.9363,2725875.7529316647,1964049.1280839331,0.01,CCDY_eev,78
0.9,3887.41035957686,9.677568078048356,10.88422625035484,0.01,CCDY_eev,83
1.5,165.7148270480865,0.7326801818000707,0.8261064014669601,0.01,CCDY_eev,99
0.6,33086.239087281734,53.6331315583377,85.95206516094575,0.01,CCDY_eev,3
0.7,14634.61364611811,30.608237396950912,39.1057447380731,0.01,CCDY_eev,4
0.1,8763727200.902534,2760060.5372466156,1964049.1280839331,0.01,CCDY_eev,0
0.5,70734.86163414917,110.46262041651087,219.90617514714984,0.01,CCDY_eev,2
0.3,915955.156712645,798.1430223113073,3147.442021937413,0.01,CCDY_eev,1
0.9,3593.666419197602,10.060284490408463,10.88422625035484,0.01,CCDY_eev,5
1.1,954.0437364207687,3.354692344603183,3.9419208489603097,0.01,CCDY_eev,6
1.5,153.13518119809513,0.7226333332860135,0.8261064014669601,0.01,CCDY_eev,8
1.7,82.4830993342732,0.39066353261670655,0.4406081579673741,0.01,CCDY_eev,9
1.9,39.602604483298975,0.2180558564981635,0.2501140941306027,0.01,CCDY_eev,10
2.1,20.277350991141176,0.13351259903190518,0.14946058399077775,0.01,CCDY_eev,11
0.6,32676.826985797077,56.22122755322061,85.95206516094575,0.01,CCDY_eev,16
0.3,931207.5499849822,835.6486035213713,3147.442021937413,0.01,CCDY_eev,14
0.5,70336.03426136778,107.57421762342508,219.90617514714984,0.01,CCDY_eev,15
0.1,9160185916.824234,2622550.8093306366,1964049.1280839331,0.01,CCDY_eev,13
0.7,14749.84782285093,31.153387394646344,39.1057447380731,0.01,CCDY_eev,17
2.3,12.426892793940947,0.08439875400027017,0.09296474486483483,0.01,CCDY_eev,12
0.1,9277687757.777119,2778150.8210234866,1964049.1280839331,0.01,CCDY_eev,26
0.3,875757.3971001919,783.0967043802401,3147.442021937413,0.01,CCDY_eev,53
0.3,845130.3259987992,780.7630307607923,3147.442021937413,0.01,CCDY_eev,40
1.1,904.2274175620988,3.269793632290183,3.9419208489603097,0.01,CCDY_eev,58
1.3,363.3092061448119,1.4157467044024803,1.6979555054139206,0.01,CCDY_eev,59
0.4,147568.41315941844,256.77600286650454,698.806232561695,0.01,CCDY_eev,68
1.5,162.80530203257686,0.7268288198375373,0.8261064014669601,0.01,CCDY_eev,60
0.9,3694.9692851677064,9.771727261296173,10.88422625035484,0.01,CCDY_eev,57
1.9,39.17020444057192,0.21769963100510198,0.2501140941306027,0.01,CCDY_eev,62
2.3,12.40750133835568,0.08294566660938926,0.09296474486483483,0.01,CCDY_eev,64
0.5,77584.69357272565,113.4019964603402,219.90617514714984,0.01,CCDY_eev,2
0.3,881320.1954725059,781.1079843206599,3147.442021937413,0.01,CCDY_eev,1
0.1,9499464224.82098,2725462.9671011236,1964049.1280839331,0.01,CCDY_eev,0
0.6,34757.27001574406,56.84360013640961,85.95206516094575,0.01,CCDY_eev,3
1.1,1010.3652537755164,3.5522002511590434,3.9419208489603097,0.01,CCDY_eev,6
2.3,12.75418303658779,0.08549846177510505,0.09296474486483483,0.01,CCDY_eev,12
1.7,77.00767207586048,0.3853210498268453,0.4406081579673741,0.01,CCDY_eev,9
1.9,39.06420779391924,0.2302362182453922,0.2501140941306027,0.01,CCDY_eev,10
0.7,15066.395050949499,31.632000060835797,39.1057447380731,0.01,CCDY_eev,4
2.1,20.637599991862032,0.1327834391163314,0.14946058399077775,0.01,CCDY_eev,11
1.3,352.7352967116874,1.4691400577355556,1.6979555054139206,0.01,CCDY_eev,7
1.5,159.88943293574565,0.7235661130392909,0.8261064014669601,0.01,CCDY_eev,8
0.1,9661294319.900198,2764751.755882169,1964049.1280839331,0.01,CCDY_eev,13
0.9,3818.2054696459245,9.603903890446489,10.88422625035484,0.01,CCDY_eev,18
0.5,72266.47552493773,115.32525981506039,219.90617514714984,0.01,CCDY_eev,15
0.6,31047.273374869535,56.24714979092926,85.95206516094575,0.01,CCDY_eev,16
0.7,14674.937170526884,31.172872512821606,39.1057447380731,0.01,CCDY_eev,17
0.9,3333.1243633582653,9.461307636840111,10.88422625035484,0.01,CCDY_eev,5
0.3,894346.3815539827,816.694710244744,3147.442021937413,0.01,CCDY_eev,14
1.1,963.3068252183335,3.3470430820076476,3.9419208489603097,0.01,CCDY_eev,19
1.3,362.5597373366462,1.461446556440901,1.6979555054139206,0.01,CCDY_eev,20
1.5,153.34682213514668,0.7060569346911592,0.8261064014669601,0.01,CCDY_eev,21
1.9,38.892625093085904,0.21457266979413117,0.2501140941306027,0.01,CCDY_eev,23
1.7,79.12298584351444,0.3713301306446737,0.4406081579673741,0.01,CCDY_eev,22
2.1,21.79703130512469,0.1374820347121465,0.14946058399077775,0.01,CCDY_eev,24
2.3,12.560909425000633,0.08547959927775857,0.09296474486483483,0.01,CCDY_eev,25
0.1,9094758655.161423,2763596.9619729393,1964049.1280839331,0.01,CCDY_eev,26
0.3,906227.9974252529,819.1316142365333,3147.442021937413,0.01,CCDY_eev,27
0.5,73698.41029110472,115.9463970646062,219.90617514714984,0.01,CCDY_eev,28
0.6,30994.23398420366,55.30672580295741,85.95206516094575,0.01,CCDY_eev,29
0.7,14444.206295700611,31.129063224669224,39.1057447380731,0.01,CCDY_eev,30
0.9,3618.023658929152,9.814095927004702,10.88422625035484,0.01,CCDY_eev,31
1.1,953.4081497577372,3.2455831932521737,3.9419208489603097,0.01,CCDY_eev,32
1.3,365.1919261108269,1.446162917262541,1.6979555054139206,0.01,CCDY_eev,33
1.5,164.591562471329,0.7224462111543558,0.8261064014669601,0.01,CCDY_eev,34
1.7,88.25521602419639,0.3929835725097949,0.4406081579673741,0.01,CCDY_eev,35
1.9,38.488218388562984,0.21961300696128472,0.2501140941306027,0.01,CCDY_eev,36
2.1,21.387655620003173,0.13467051693496787,0.14946058399077775,0.01,CCDY_eev,37
2.3,13.45563554088986,0.08640683097277697,0.09296474486483483,0.01,CCDY_eev,38
0.1,9547672567.307192,2713403.772655223,1964049.1280839331,0.01,CCDY_eev,39
0.3,966858.5169520034,839.3577716106557,3147.442021937413,0.01,CCDY_eev,40
0.5,69791.94108563424,109.16017676977953,219.90617514714984,0.01,CCDY_eev,41
0.6,32892.78871339547,58.19143107081911,85.95206516094575,0.01,CCDY_eev,42
0.7,15149.366634678117,31.131299998297433,39.1057447380731,0.01,CCDY_eev,43
0.9,3630.8227120211586,9.491182333351178,10.88422625035484,0.01,CCDY_eev,44
1.1,934.7200894741286,3.3262740563127995,3.9419208489603097,0.01,CCDY_eev,45
1.3,377.86088727741105,1.5081943674381144,1.6979555054139206,0.01,CCDY_eev,46
1.5,161.0959671943567,0.7070814597445806,0.8261064014669601,0.01,CCDY_eev,47
1.7,87.00698637911984,0.3934509780390153,0.4406081579673741,0.01,CCDY_eev,48
1.9,40.559375954323116,0.22186156492414424,0.2501140941306027,0.01,CCDY_eev,49
2.1,22.58491785886928,0.1388999077006758,0.14946058399077775,0.01,CCDY_eev,50
2.3,11.885521366716782,0.08563836289224853,0.09296474486483483,0.01,CCDY_eev,51
0.1,9450314170.42719,2720804.79207221,1964049.1280839331,0.01,CCDY_eev,52
0.3,873012.8661667305,788.2282557398057,3147.442021937413,0.01,CCDY_eev,53
0.6,31817.02104182828,56.64468764319076,85.95206516094575,0.01,CCDY_eev,55
0.5,71276.73871870499,111.7622524764247,219.90617514714984,0.01,CCDY_eev,54
0.7,15316.593521542276,31.564393651077587,39.1057447380731,0.01,CCDY_eev,56
0.9,3719.151288874497,9.823769923195535,10.88422625035484,0.01,CCDY_eev,57
1.1,1016.0269290764223,3.403099899383397,3.9419208489603097,0.01,CCDY_eev,58
1.3,381.0456775618945,1.4578095383488823,1.6979555054139206,0.01,CCDY_eev,59
1.5,156.59183245788978,0.7288554617425332,0.8261064014669601,0.01,CCDY_eev,60
1.7,77.22127083891885,0.37050582200353765,0.4406081579673741,0.01,CCDY_eev,61
1.9,39.2251881375529,0.2220060842738903,0.2501140941306027,0.01,CCDY_eev,62
2.1,21.600825879137613,0.1375394848308396,0.14946058399077775,0.01,CCDY_eev,63
2.3,12.150917596259008,0.08424980290032298,0.09296474486483483,0.01,CCDY_eev,64
0.1,8510066700.018578,2706374.199080809,1964049.1280839331,0.01,CCDY_eev,65
0.3,831761.296455432,802.5042935886078,3147.442021937413,0.01,CCDY_eev,66
0.5,70118.83363243623,111.20994257620605,219.90617514714984,0.01,CCDY_eev,67
0.6,34575.12113276578,56.63358125989826,85.95206516094575,0.01,CCDY_eev,68
0.7,14060.464282189025,29.396975122006065,39.1057447380731,0.01,CCDY_eev,69
