mass,hepmc_avgdecpos,hepmc_avgctau,madspin_autoctau,VeN1,process,SampleY
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
1.0,17.230463294395758,0.05565466220017051,0.06381060407759649,0.1,CCDY_eev,0
0.1,75584100.13940248,27703.72810511605,19640.49128083933,0.1,CCDY_eev,5
1.0,16.607953515407402,0.06068689249035161,0.06381060407759649,0.1,CCDY_eev,12
10.0,1.3223018017657247e-05,4.1574643094605345e-07,3.9470370237110064e-07,0.1,CCDY_eev,19
0.1,88519041.89702414,26329.357963569426,19640.49128083933,0.1,CCDY_eev,5
0.1,92034361.88078572,26834.00360849022,19640.49128083933,0.1,CCDY_eev,5
