,#run_name,hidden#1,hidden#2,hidden#3,hidden#4,cross,width#1023,width#25,width#35,width#6,llp_id,SS
0,run_01,1.000000e+03,5.000000e+00,1.000000e-10,2.000000e-06,5.284474e-08,2.182476e-19,7.288770e-03,1.496411e-13,1.573710e+00,35,SS_DS
